afid,adoption_class,threshold,toa,region
60025988,Early Adopters,Low Thresh.,1999,EU_COST(periphery)
60026000,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
60026055,Late Majority,High Thresh.,2012,EU_COST(periphery)
60026108,Early Majority,High Thresh.,2009,EU_COST(periphery)
60026134,Early Majority,High Thresh.,2007,EU_COST(periphery)
60026169,Early Majority,High Thresh.,2008,EU_COST(periphery)
60026208,Early Majority,High Thresh.,2010,EU_COST(periphery)
60026281,Laggards,High Thresh.,2016,EU_COST(periphery)
60026285,Early Majority,High Thresh.,2010,EU_COST(periphery)
60026298,Early Majority,High Thresh.,2008,EU_COST(periphery)
60026405,Early Majority,High Thresh.,2006,EU_COST(periphery)
60026434,Early Adopters,High Thresh.,1997,EU_COST(periphery)
60026457,Laggards,High Thresh.,2017,EU_COST(periphery)
60026556,Laggards,Low Thresh.,2017,EU_COST(periphery)
60026559,Laggards,High Thresh.,2017,EU_COST(periphery)
60026777,Early Majority,High Thresh.,2006,EU_COST(periphery)
60026796,Early Adopters,High Thresh.,2004,EU_COST(periphery)
60026810,Late Majority,High Thresh.,2011,EU_COST(periphery)
60026929,Early Adopters,High Thresh.,2001,EU_COST(periphery)
60027000,Late Majority,Low Thresh.,2014,EU_COST(periphery)
60027152,Early Adopters,Low Thresh.,2003,EU_COST(periphery)
60027161,Early Majority,High Thresh.,2006,EU_COST(periphery)
60027282,Early Adopters,High Thresh.,1998,EU_COST(periphery)
60027332,Early Majority,Very Low Thresh.,2010,EU_COST(periphery)
60027509,Early Adopters,High Thresh.,2000,EU_COST(periphery)
60027548,Late Majority,High Thresh.,2013,EU_COST(periphery)
60027675,Early Majority,Low Thresh.,2008,EU_COST(periphery)
60027800,Late Majority,High Thresh.,2014,EU_COST(periphery)
60027811,Late Majority,Low Thresh.,2011,EU_COST(periphery)
60027821,Late Majority,High Thresh.,2012,EU_COST(periphery)
60027844,Late Majority,High Thresh.,2015,EU_COST(periphery)
60027856,Early Majority,Very Low Thresh.,2005,EU_COST(periphery)
60027936,Laggards,High Thresh.,2016,EU_COST(periphery)
60027981,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60028039,Late Majority,High Thresh.,2015,EU_COST(periphery)
60028068,Early Majority,High Thresh.,2009,EU_COST(periphery)
60028162,Late Majority,High Thresh.,2013,EU_COST(periphery)
60028186,Early Majority,High Thresh.,2009,EU_COST(periphery)
60028218,Early Majority,Low Thresh.,2007,EU_COST(periphery)
60028235,Early Adopters,Low Thresh.,1997,EU_COST(periphery)
60028287,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60028356,Late Majority,High Thresh.,2014,EU_COST(periphery)
60028370,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
60028378,Early Majority,Very Low Thresh.,2006,EU_COST(periphery)
60028419,Early Majority,High Thresh.,2005,EU_COST(periphery)
60028442,Late Majority,Low Thresh.,2012,EU_COST(periphery)
60028502,Early Majority,Very Low Thresh.,2010,EU_COST(periphery)
60028704,Early Adopters,Low Thresh.,2003,EU_COST(periphery)
60028868,Early Adopters,High Thresh.,2002,EU_COST(periphery)
60028900,Early Majority,Low Thresh.,2007,EU_COST(periphery)
60029080,Late Majority,Low Thresh.,2014,EU_COST(periphery)
60029082,Late Majority,Very Low Thresh.,2013,EU_COST(periphery)
60029091,Late Majority,High Thresh.,2014,EU_COST(periphery)
60029170,Early Adopters,High Thresh.,2000,EU_COST(periphery)
60029183,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60029411,Early Majority,High Thresh.,2008,EU_COST(periphery)
60029444,Late Majority,High Thresh.,2013,EU_COST(periphery)
60029543,Early Majority,High Thresh.,2006,EU_COST(periphery)
60029616,Early Adopters,Very Low Thresh.,2003,EU_COST(periphery)
60029622,Early Adopters,Very Low Thresh.,1998,EU_COST(periphery)
60029640,Late Majority,High Thresh.,2014,EU_COST(periphery)
60029675,Late Majority,High Thresh.,2011,EU_COST(periphery)
60029767,Early Majority,High Thresh.,2008,EU_COST(periphery)
60029857,Laggards,High Thresh.,2016,EU_COST(periphery)
60029896,Late Majority,High Thresh.,2012,EU_COST(periphery)
60030064,Early Majority,High Thresh.,2008,EU_COST(periphery)
60030109,Laggards,High Thresh.,2016,EU_COST(periphery)
60030114,Early Majority,High Thresh.,2005,EU_COST(periphery)
60030124,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60030219,Late Majority,High Thresh.,2012,EU_COST(periphery)
60030280,Early Majority,High Thresh.,2009,EU_COST(periphery)
60030318,Early Adopters,Low Thresh.,1997,EU_COST(periphery)
60030327,Early Majority,High Thresh.,2010,EU_COST(periphery)
60030415,Laggards,High Thresh.,2017,EU_COST(periphery)
60030442,Early Majority,High Thresh.,2008,EU_COST(periphery)
60030459,Laggards,High Thresh.,2016,EU_COST(periphery)
60030674,Late Majority,Low Thresh.,2012,EU_COST(periphery)
60030785,Laggards,Very Low Thresh.,2017,EU_COST(periphery)
60030840,Early Majority,High Thresh.,2005,EU_COST(periphery)
60031040,Early Adopters,Low Thresh.,1999,EU_COST(periphery)
60031069,Early Majority,High Thresh.,2007,EU_COST(periphery)
60031106,Early Majority,High Thresh.,2008,EU_COST(periphery)
60031155,Early Majority,Low Thresh.,2006,EU_COST(periphery)
60031261,Laggards,High Thresh.,2016,EU_COST(periphery)
60031624,Early Majority,High Thresh.,2006,EU_COST(periphery)
60031699,Late Majority,Very Low Thresh.,2011,EU_COST(periphery)
60031779,Laggards,Low Thresh.,2017,EU_COST(periphery)
60031798,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60031851,Early Adopters,High Thresh.,1998,EU_COST(periphery)
60031875,Laggards,High Thresh.,2016,EU_COST(periphery)
60031984,Late Majority,High Thresh.,2012,EU_COST(periphery)
60032154,Laggards,Low Thresh.,2017,EU_COST(periphery)
60032256,Early Majority,High Thresh.,2007,EU_COST(periphery)
60032350,Early Adopters,Very Low Thresh.,1997,EU_COST(periphery)
60032398,Late Majority,Very Low Thresh.,2014,EU_COST(periphery)
60032461,Laggards,High Thresh.,2017,EU_COST(periphery)
60032587,Late Majority,Very Low Thresh.,2013,EU_COST(periphery)
60032694,Late Majority,High Thresh.,2014,EU_COST(periphery)
60032907,Early Majority,Low Thresh.,2007,EU_COST(periphery)
60032942,Early Majority,High Thresh.,2005,EU_COST(periphery)
60033010,Late Majority,High Thresh.,2014,EU_COST(periphery)
60033159,Late Majority,High Thresh.,2012,EU_COST(periphery)
60033191,Laggards,High Thresh.,2017,EU_COST(periphery)
60033237,Laggards,High Thresh.,2017,EU_COST(periphery)
60033267,Late Majority,High Thresh.,2015,EU_COST(periphery)
60033278,Late Majority,High Thresh.,2013,EU_COST(periphery)
60033284,Early Majority,High Thresh.,2009,EU_COST(periphery)
60033292,Laggards,High Thresh.,2017,EU_COST(periphery)
60033316,Early Adopters,High Thresh.,2000,EU_COST(periphery)
60033320,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
60033419,Laggards,Very Low Thresh.,2017,EU_COST(periphery)
60033476,Early Majority,High Thresh.,2006,EU_COST(periphery)
60034027,Late Majority,High Thresh.,2012,EU_COST(periphery)
60034459,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60042351,Late Majority,Very Low Thresh.,2014,EU_COST(periphery)
60044069,Early Adopters,Low Thresh.,2000,EU_COST(periphery)
60050715,Early Majority,Low Thresh.,2010,EU_COST(periphery)
60056189,Late Majority,High Thresh.,2015,EU_COST(periphery)
60067083,Late Majority,Very Low Thresh.,2011,EU_COST(periphery)
60068574,Late Majority,High Thresh.,2012,EU_COST(periphery)
60068575,Laggards,High Thresh.,2016,EU_COST(periphery)
60068588,Early Adopters,Low Thresh.,2004,EU_COST(periphery)
60068590,Early Majority,High Thresh.,2010,EU_COST(periphery)
60068729,Early Majority,High Thresh.,2010,EU_COST(periphery)
60068801,Laggards,High Thresh.,2016,EU_COST(periphery)
60068806,Laggards,High Thresh.,2016,EU_COST(periphery)
60068809,Late Majority,Low Thresh.,2015,EU_COST(periphery)
60068815,Late Majority,High Thresh.,2013,EU_COST(periphery)
60068854,Laggards,High Thresh.,2016,EU_COST(periphery)
60068856,Late Majority,Very Low Thresh.,2011,EU_COST(periphery)
60068861,Laggards,Low Thresh.,2016,EU_COST(periphery)
60069009,Laggards,High Thresh.,2016,EU_COST(periphery)
60069010,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60069011,Laggards,High Thresh.,2017,EU_COST(periphery)
60069051,Late Majority,High Thresh.,2014,EU_COST(periphery)
60069103,Late Majority,High Thresh.,2014,EU_COST(periphery)
60069108,Early Adopters,Very Low Thresh.,2002,EU_COST(periphery)
60069616,Laggards,High Thresh.,2016,EU_COST(periphery)
60069682,Laggards,Low Thresh.,2016,EU_COST(periphery)
60069907,Early Majority,High Thresh.,2010,EU_COST(periphery)
60069985,Late Majority,High Thresh.,2015,EU_COST(periphery)
60070023,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60070027,Early Adopters,Low Thresh.,1999,EU_COST(periphery)
60070028,Late Majority,High Thresh.,2012,EU_COST(periphery)
60070410,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60070490,Late Majority,High Thresh.,2015,EU_COST(periphery)
60070526,Laggards,High Thresh.,2016,EU_COST(periphery)
60070527,Laggards,High Thresh.,2017,EU_COST(periphery)
60071043,Early Majority,High Thresh.,2005,EU_COST(periphery)
60071113,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60071140,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60072262,Early Majority,Low Thresh.,2010,EU_COST(periphery)
60072269,Late Majority,Very Low Thresh.,2011,EU_COST(periphery)
60072271,Late Majority,Low Thresh.,2015,EU_COST(periphery)
60072443,Early Adopters,Very Low Thresh.,1999,EU_COST(periphery)
60072445,Early Adopters,Low Thresh.,2004,EU_COST(periphery)
60072560,Early Majority,High Thresh.,2007,EU_COST(periphery)
60072562,Late Majority,High Thresh.,2014,EU_COST(periphery)
60072567,Laggards,High Thresh.,2017,EU_COST(periphery)
60072573,Laggards,High Thresh.,2017,EU_COST(periphery)
60073284,Late Majority,High Thresh.,2015,EU_COST(periphery)
60073745,Early Adopters,High Thresh.,2003,EU_COST(periphery)
60073799,Laggards,Very Low Thresh.,2017,EU_COST(periphery)
60073800,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
60073807,Early Adopters,High Thresh.,2004,EU_COST(periphery)
60073808,Early Majority,High Thresh.,2006,EU_COST(periphery)
60073816,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60073905,Late Majority,Low Thresh.,2015,EU_COST(periphery)
60073911,Early Adopters,Low Thresh.,2004,EU_COST(periphery)
60074270,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
60079336,Late Majority,High Thresh.,2015,EU_COST(periphery)
60079626,Late Majority,High Thresh.,2012,EU_COST(periphery)
60079630,Early Majority,High Thresh.,2008,EU_COST(periphery)
60079864,Early Majority,High Thresh.,2008,EU_COST(periphery)
60080883,Laggards,High Thresh.,2017,EU_COST(periphery)
60081030,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60081921,Late Majority,High Thresh.,2014,EU_COST(periphery)
60082163,Late Majority,High Thresh.,2011,EU_COST(periphery)
60082853,Laggards,High Thresh.,2017,EU_COST(periphery)
60082964,Early Adopters,High Thresh.,1999,EU_COST(periphery)
60083104,Laggards,High Thresh.,2017,EU_COST(periphery)
60083539,Early Majority,High Thresh.,2007,EU_COST(periphery)
60083545,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60083943,Early Majority,High Thresh.,2007,EU_COST(periphery)
60084653,Late Majority,High Thresh.,2012,EU_COST(periphery)
60084910,Late Majority,High Thresh.,2013,EU_COST(periphery)
60085100,Late Majority,High Thresh.,2012,EU_COST(periphery)
60085101,Late Majority,High Thresh.,2012,EU_COST(periphery)
60085102,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
60085173,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60086667,Laggards,High Thresh.,2016,EU_COST(periphery)
60086742,Late Majority,Very Low Thresh.,2014,EU_COST(periphery)
60087496,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
60088228,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60088737,Late Majority,Low Thresh.,2011,EU_COST(periphery)
60093507,Laggards,High Thresh.,2017,EU_COST(periphery)
60094287,Late Majority,Low Thresh.,2012,EU_COST(periphery)
60094395,Laggards,Low Thresh.,2017,EU_COST(periphery)
60096819,Late Majority,Low Thresh.,2012,EU_COST(periphery)
60098268,Late Majority,High Thresh.,2013,EU_COST(periphery)
60098919,Early Majority,Low Thresh.,2005,EU_COST(periphery)
60099369,Laggards,High Thresh.,2016,EU_COST(periphery)
60100392,Late Majority,High Thresh.,2014,EU_COST(periphery)
60100395,Late Majority,Low Thresh.,2014,EU_COST(periphery)
60100914,Laggards,Low Thresh.,2016,EU_COST(periphery)
60101751,Early Majority,High Thresh.,2010,EU_COST(periphery)
60102151,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60102755,Late Majority,High Thresh.,2015,EU_COST(periphery)
60102756,Laggards,Low Thresh.,2016,EU_COST(periphery)
60103303,Late Majority,High Thresh.,2013,EU_COST(periphery)
60103664,Late Majority,High Thresh.,2015,EU_COST(periphery)
60103673,Late Majority,Low Thresh.,2011,EU_COST(periphery)
60103708,Early Majority,Very Low Thresh.,2005,EU_COST(periphery)
60103742,Late Majority,Low Thresh.,2014,EU_COST(periphery)
60103754,Late Majority,High Thresh.,2011,EU_COST(periphery)
60103756,Late Majority,High Thresh.,2012,EU_COST(periphery)
60103762,Late Majority,Low Thresh.,2011,EU_COST(periphery)
60103776,Late Majority,High Thresh.,2011,EU_COST(periphery)
60104011,Late Majority,High Thresh.,2012,EU_COST(periphery)
60104285,Laggards,High Thresh.,2017,EU_COST(periphery)
60104305,Laggards,Low Thresh.,2017,EU_COST(periphery)
60104420,Late Majority,High Thresh.,2015,EU_COST(periphery)
60104444,Late Majority,High Thresh.,2014,EU_COST(periphery)
60104555,Laggards,Low Thresh.,2017,EU_COST(periphery)
60104667,Laggards,High Thresh.,2017,EU_COST(periphery)
60104715,Early Majority,Low Thresh.,2007,EU_COST(periphery)
60105037,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60105804,Laggards,Low Thresh.,2016,EU_COST(periphery)
60106051,Late Majority,High Thresh.,2014,EU_COST(periphery)
60106436,Early Majority,Low Thresh.,2010,EU_COST(periphery)
60106488,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
60107402,Late Majority,High Thresh.,2014,EU_COST(periphery)
60108225,Late Majority,High Thresh.,2014,EU_COST(periphery)
60108393,Laggards,High Thresh.,2017,EU_COST(periphery)
60108505,Late Majority,High Thresh.,2013,EU_COST(periphery)
60108901,Laggards,High Thresh.,2017,EU_COST(periphery)
60110238,Laggards,Low Thresh.,2017,EU_COST(periphery)
60110375,Late Majority,High Thresh.,2015,EU_COST(periphery)
60110656,Late Majority,High Thresh.,2013,EU_COST(periphery)
